[I 2025-12-04 21:01:31,581] Trial 21 finished with value: 85.81249183075107 and parameters: {'n_estimators': 122, 'learning_rate': 0.0029876500245378476, 'num_leaves': 21, 'max_depth': 12, 'colsample_bytree': 0.6425213518049813, 'subsample': 0.7956803406461499, 'reg_alpha': 3.115720486057892, 'reg_lambda': 2.3338956024356783, 'min_child_samples': 20}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,610] Trial 22 finished with value: 85.86077736162815 and parameters: {'n_estimators': 52, 'learning_rate': 0.0021888954897676723, 'num_leaves': 17, 'max_depth': 12, 'colsample_bytree': 0.6945415634696731, 'subsample': 0.7348699465545743, 'reg_alpha': 15.367031921996363, 'reg_lambda': 1.7552877326778196, 'min_child_samples': 15}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,643] Trial 23 finished with value: 85.96754884887429 and parameters: {'n_estimators': 101, 'learning_rate': 0.003982996195627876, 'num_leaves': 15, 'max_depth': 11, 'colsample_bytree': 0.6455913176126413, 'subsample': 0.8242509904423381, 'reg_alpha': 5.800069479152266, 'reg_lambda': 3.4277989383229346, 'min_child_samples': 19}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,682] Trial 24 finished with value: 85.93571889907777 and parameters: {'n_estimators': 164, 'learning_rate': 0.0013522996832252175, 'num_leaves': 30, 'max_depth': 14, 'colsample_bytree': 0.7507734478919983, 'subsample': 0.768692747448674, 'reg_alpha': 1.8158253013051149, 'reg_lambda': 5.747350434725166, 'min_child_samples': 22}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,721] Trial 25 finished with value: 86.22081239421594 and parameters: {'n_estimators': 207, 'learning_rate': 0.0024667637244152048, 'num_leaves': 22, 'max_depth': 9, 'colsample_bytree': 0.6990208972474692, 'subsample': 0.6637181595140524, 'reg_alpha': 26.61159335784839, 'reg_lambda': 6.289297320776788, 'min_child_samples': 26}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,761] Trial 26 finished with value: 87.39089065250417 and parameters: {'n_estimators': 112, 'learning_rate': 0.01101089957205234, 'num_leaves': 34, 'max_depth': 13, 'colsample_bytree': 0.8306707398937601, 'subsample': 0.8993132894963733, 'reg_alpha': 8.735888573278043, 'reg_lambda': 1.9361212762288855, 'min_child_samples': 18}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,800] Trial 27 finished with value: 87.22424118618305 and parameters: {'n_estimators': 254, 'learning_rate': 0.0038454012991353584, 'num_leaves': 14, 'max_depth': 15, 'colsample_bytree': 0.627984512813644, 'subsample': 0.554693999180708, 'reg_alpha': 1.2580713308811806, 'reg_lambda': 3.3599157836119016, 'min_child_samples': 22}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,830] Trial 28 finished with value: 85.75544658723149 and parameters: {'n_estimators': 85, 'learning_rate': 0.001467931800102886, 'num_leaves': 25, 'max_depth': 11, 'colsample_bytree': 0.7267294550190934, 'subsample': 0.7796446869533245, 'reg_alpha': 5.592932556579197, 'reg_lambda': 26.053900515086664, 'min_child_samples': 14}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,865] Trial 29 finished with value: 87.90621187840749 and parameters: {'n_estimators': 178, 'learning_rate': 0.0070040122280603445, 'num_leaves': 38, 'max_depth': 13, 'colsample_bytree': 0.7143908161100724, 'subsample': 0.7254047677216208, 'reg_alpha': 2.2933501849230393, 'reg_lambda': 12.331909992290408, 'min_child_samples': 27}. Best is trial 14 with value: 85.66185669079125.
[I 2025-12-04 21:01:31,895] Trial 30 finished with value: 85.77874437568767 and parameters: {'n_estimators': 50, 'learning_rate': 0.002005825607039458, 'num_leaves': 61, 'max_depth': 12, 'colsample_bytree': 0.681265255130699, 'subsample': 0.691367047415218, 'reg_alpha': 3.2552822602140674, 'reg_lambda': 7.521086526896837, 'min_child_samples': 18}. Best is trial 14 with value: 85.66185669079125.
